bkg,Sup_normal,Sup_TMath
1.860010,3.810000,3.810000
1.861010,3.810000,3.810000
1.862010,3.810000,3.810000
1.863010,3.810000,3.810000
1.864010,3.810000,3.810000
1.865010,3.810000,3.810000
1.866010,3.810000,3.810000
1.867010,3.810000,3.810000
1.868010,3.810000,3.810000
1.869010,3.810000,3.810000
1.870010,3.810000,3.810000
1.871010,3.810000,3.810000
1.872010,3.810000,3.810000
1.873010,3.810000,3.810000
1.874010,3.810000,3.810000
1.875010,3.820000,3.820000
1.876010,3.820000,3.820000
1.877010,3.820000,3.820000
1.878010,3.820000,3.820000
1.879010,3.820000,3.820000
1.880010,3.820000,3.820000
1.881010,3.820000,3.820000
1.882010,3.820000,3.820000
1.883010,3.820000,3.820000
1.884010,3.820000,3.820000
1.885010,3.820000,3.820000
1.886010,3.820000,3.820000
1.887010,3.820000,3.820000
1.888010,3.820000,3.820000
1.889010,3.820000,3.820000
1.890010,3.820000,3.820000
1.891010,3.820000,3.820000
1.892010,3.820000,3.820000
1.893010,3.820000,3.820000
1.894010,3.830000,3.830000
1.895010,3.830000,3.830000
1.896010,3.830000,3.830000
1.897010,3.830000,3.830000
1.898010,3.830000,3.830000
1.899010,3.830000,3.830000
1.900010,3.830000,3.830000
1.901010,3.830000,3.830000
1.902010,3.830000,3.830000
1.903010,3.830000,3.830000
1.904010,3.830000,3.830000
1.905010,3.830000,3.830000
1.906010,3.830000,3.830000
1.907010,3.830000,3.830000
1.908010,3.830000,3.830000
1.909010,3.830000,3.830000
1.910010,3.830000,3.830000
1.911010,3.830000,3.830000
1.912010,3.840000,3.840000
1.913010,3.840000,3.840000
1.914010,3.840000,3.840000
1.915010,3.840000,3.840000
1.916010,3.840000,3.840000
1.917010,3.840000,3.840000
1.918010,3.840000,3.840000
1.919010,3.840000,3.840000
1.920010,3.840000,3.840000
1.921010,3.840000,3.840000
1.922010,3.840000,3.840000
1.923010,3.840000,3.840000
1.924010,3.840000,3.840000
1.925010,3.840000,3.840000
1.926010,3.840000,3.840000
1.927010,3.840000,3.840000
1.928010,3.840000,3.840000
1.929010,3.840000,3.840000
1.930010,3.840000,3.840000
1.931010,3.850000,3.850000
1.932010,3.850000,3.850000
1.933010,3.850000,3.850000
1.934010,3.850000,3.850000
1.935010,3.850000,3.850000
1.936010,3.850000,3.850000
1.937010,3.850000,3.850000
1.938010,3.850000,3.850000
1.939010,3.850000,3.850000
1.940010,3.850000,3.850000
1.941010,3.850000,3.850000
1.942010,3.850000,3.850000
1.943010,3.850000,3.850000
1.944010,3.850000,3.850000
1.945010,3.850000,3.850000
1.946010,3.850000,3.850000
1.947010,3.850000,3.850000
1.948010,3.850000,3.850000
1.949010,3.860000,3.860000
1.950010,3.860000,3.860000
1.951010,3.860000,3.860000
1.952010,3.860000,3.860000
1.953010,3.860000,3.860000
1.954010,3.860000,3.860000
1.955010,3.860000,3.860000
1.956010,3.860000,3.860000
1.957010,3.860000,3.860000
1.958010,3.860000,3.860000
1.959010,3.860000,3.860000
1.960010,3.860000,3.860000
1.961010,3.860000,3.860000
1.962010,3.860000,3.860000
1.963010,3.860000,3.860000
1.964010,3.860000,3.860000
1.965010,3.860000,3.860000
1.966010,3.860000,3.860000
1.967010,3.860000,3.860000
1.968010,3.870000,3.870000
1.969010,3.870000,3.870000
1.970010,3.870000,3.870000
1.971010,3.870000,3.870000
1.972010,3.870000,3.870000
1.973010,3.870000,3.870000
1.974010,3.870000,3.870000
1.975010,3.870000,3.870000
1.976010,3.870000,3.870000
1.977010,3.870000,3.870000
1.978010,3.870000,3.870000
1.979010,3.870000,3.870000
1.980010,3.870000,3.870000
1.981010,3.870000,3.870000
1.982010,3.870000,3.870000
1.983010,3.870000,3.870000
1.984010,3.870000,3.870000
1.985010,3.870000,3.870000
1.986010,3.870000,3.870000
1.987010,3.880000,3.880000
1.988010,3.880000,3.880000
1.989010,3.880000,3.880000
1.990010,3.880000,3.880000
1.991010,3.880000,3.880000
1.992010,3.880000,3.880000
1.993010,3.880000,3.880000
1.994010,3.880000,3.880000
1.995010,3.880000,3.880000
1.996010,3.880000,3.880000
1.997010,3.880000,3.880000
1.998010,3.880000,3.880000
1.999010,3.880000,3.880000
